apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-08-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2020-01-08,1981.0,MEXICO,Male,COYOTE RIDGE CORRECTIONS,f637d7b6a6a93a277848122c3d74a8081056be2a,2025-08-11 09:16:40 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,357324
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-10,MEXICO,YES,2025-08-11,1994.0,MEXICO,Male,SEATTLE FUG OPS,0789b1e01caeb6a8e63cbf4d50256203d30ec890,2025-08-11 10:16:14 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,10975
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-08,GUATEMALA,YES,2025-10-02,2000.0,GUATEMALA,Male,Spokane CAP,ef75fd6c3f9ac3331ca4bbccc7d87c087ed3ea6c,2025-08-11 10:24:29 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,347659
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8D] Excludable / Inadmissible - Under Adjudication by BIA,,,NO,,1991.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,80a9584bfbc9d179517dbd7a682ceaf45621596a,2025-08-11 10:55:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,186845
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-04,COLOMBIA,YES,2025-07-30,1987.0,COLOMBIA,Male,SEATTLE NON-DETAINED DOCKET,d39f9516cbe80c34f986662501958b09b136bf4a,2025-08-11 11:20:29 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,307461
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-08-22,MEXICO,YES,2019-04-03,1996.0,MEXICO,Male,SEATTLE FUG OPS,58c015ceebc0aa39a2f16f6825323855e363cbe3,2025-08-11 11:41:48 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,128876
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8K] Expedited Removal Terminated due to Credible Fear Finding / NTA Issued,,,NO,,1996.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,c881a8ce2a363ec716690f55192c4b300467554e,2025-08-11 13:12:37 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,291292
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8K] Expedited Removal Terminated due to Credible Fear Finding / NTA Issued,,,NO,,2014.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,d50ff47e4f6225e2c7bb316cef82aa77cb5ecc8e,2025-08-11 13:15:59 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,309595
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8K] Expedited Removal Terminated due to Credible Fear Finding / NTA Issued,,,NO,,2016.0,GUATEMALA,Male,SEATTLE NON-DETAINED DOCKET,31932879c8b036b5d7c14367efd3f8a825252e9b,2025-08-11 13:24:37 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71969
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-09,NICARAGUA,YES,2024-04-16,2021.0,NICARAGUA,Male,PORTALND NON-DETAINED ARREST,650d863d9e334b35b4383e57f33a3de4a7e95827,2025-08-11 14:03:40 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,146564
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,1998.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,a18871940dcf8708b746f99f6667c1b79b012dd7,2025-08-11 14:08:07 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,234516
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2025-08-29,VENEZUELA,YES,2023-11-02,1972.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,7b8d1c049b780fe581d46c6a83d20a3dc000bea4,2025-08-11 14:25:03 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,179412
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-08-25,GUATEMALA,YES,2025-08-09,2005.0,GUATEMALA,Female,YAKIMA Fug Ops,ca0518f14494c301e88c9aaff92d2fc053bd9168,2025-08-11 15:38:27 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,293456
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-08-25,GUATEMALA,YES,2025-08-09,2007.0,GUATEMALA,Male,Spokane CAP,af7fe2d865a1bca44138ec37baaf03148f281588,2025-08-11 15:45:54 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,254798
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-24,HONDURAS,YES,2025-09-17,1996.0,HONDURAS,Male,Spokane CAP,731bac0817400da0cf77b4afe27930853d728524,2025-08-11 15:48:20 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,166954
2025-08-11,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1966.0,IRAN,Male,SEATTLE NON-DETAINED DOCKET,64ad08ca7b1c3bae5470003711a3f7437e0f9664,2025-08-11 15:49:08 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,146036
2025-08-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-26,MEXICO,YES,2024-09-13,1982.0,MEXICO,Female,SEATTLE NON-DETAINED DOCKET,48e93dc4e7e8fc6de98f819325967ef2833d2aae,2025-08-11 23:30:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,105951
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2025-08-25,2004.0,MEXICO,Male,"FDL GENERAL AREA, NON-SPECIFIC",bdace5eca25400828057a483de12ab41b8a6d77c,2025-08-12 06:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,275538
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-30,MEXICO,YES,2025-08-25,1995.0,MEXICO,Male,"FDL GENERAL AREA, NON-SPECIFIC",22e63bd196ef378c2f03b219b5df667e8e7f54c1,2025-08-12 07:30:54 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,50700
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-08,MEXICO,YES,2025-08-12,1977.0,MEXICO,Male,SEATTLE FUG OPS,ba04c565142aa84137eff968a2fb006b840f9a00,2025-08-12 08:30:06 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,270201
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-12,MEXICO,YES,2025-08-12,1980.0,MEXICO,Male,YAKIMA Fug Ops,3c180c4636ba7eac891a12aa72c2a8a6c26e3851,2025-08-12 08:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,87222
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8F] Expedited Removal,,,YES,2025-10-09,2005.0,GUATEMALA,Male,YAKIMA NON DETAINED DOCKET,b58e942bd1ac351ff21be3391188b7ef6709dc87,2025-08-12 10:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,263543
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-08-25,GUATEMALA,YES,2025-08-11,2002.0,GUATEMALA,Male,Spokane CAP,bbf32e6bdfbdf12a0c5d115a5ef1b55ad2fbf70c,2025-08-12 10:55:44 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,273080
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-08-25,GUATEMALA,YES,2025-08-11,2002.0,GUATEMALA,Male,Spokane CAP,bbd968f7a70af87293409e782dfb29019ff02316,2025-08-12 10:58:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,272943
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-12-03,1975.0,NICARAGUA,Male,Spokane CAP,cab237e6427ae197c13e683135f43108875ac976,2025-08-12 11:01:48 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,294443
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2012-11-14,1982.0,GUATEMALA,Female,YAKIMA NON DETAINED DOCKET,d9715d5ce61eb7d82db3a352bc3659b63cd7fd03,2025-08-12 12:07:30 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,315906
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8F] Expedited Removal,2025-09-19,MEXICO,YES,2025-09-16,2005.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,5152af0cd35d50da236b019275fb471a2b857686,2025-08-12 13:35:59 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,118121
2025-08-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-08-25,1996.0,MEXICO,Female,SEA CAP,97cee956ce67fe759c071fcd952cc1aca073dfb1,2025-08-12 14:40:11 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,220342
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-29,MEXICO,YES,2025-08-26,1997.0,MEXICO,Male,CHELAN CO. JAIL,ca5a1e2b9ee1d8c9e3ae31f5ce595730c0d83123,2025-08-12 14:53:07 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,293944
2025-08-12,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2005-07-20,1971.0,VIETNAM,Female,SEATTLE NON-DETAINED DOCKET,8f6f75a4dbd4abb621226ac90b934689383006f0,2025-08-12 15:30:15 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,208198
2025-08-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2025-10-02,1971.0,PHILIPPINES,Female,SEA CAP,ea7b2647bd18a07776601c40b9c354dc76d88237,2025-08-12 16:56:10 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,340551
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-29,MEXICO,YES,2025-08-26,1988.0,MEXICO,Male,YAKIMA Fug Ops,a4dcf9c483fbdfff13aad468beefaa3fbf0712a2,2025-08-13 05:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,239413
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1987.0,INDIA,Male,YAKIMA Fug Ops,48898c61f473d2649473b323578d693ba9fc97af,2025-08-13 07:05:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,105409
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Custodial Arrest,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2014-08-12,1963.0,HONG KONG,Male,SEATTLE NON-DETAINED DOCKET,cc4e3d865b7c24d9ba856e61d17dba80a3c62e5f,2025-08-13 09:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,296774
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-09-16,1994.0,MEXICO,Male,Richland CAP,7b0777fbf53707751247b5c095d64e2b7896e2a8,2025-08-13 09:30:34 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,178664
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-01,MEXICO,NO,,1993.0,MEXICO,Male,SEATTLE FUG OPS,bb7727fc5b50a693334bdd6e341f19cabb51565a,2025-08-13 09:45:19 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,272365
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-12,MEXICO,YES,2025-08-13,1980.0,MEXICO,Male,"FDL GENERAL AREA, NON-SPECIFIC",f98f8ea74a1b7c0c89a4371e9e759b83f6bc5f0b,2025-08-13 10:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,362195
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,NO,,1968.0,MEXICO,Male,SEATTLE FUG OPS,0f678fe7576f011074eb38125d0ee905ea422edb,2025-08-13 10:11:15 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,22445
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-08-22,MEXICO,YES,2024-04-24,1978.0,MEXICO,Male,Yakima CAP,9ff58c390c9dfd180033c8cd9e323c70c9177fbc,2025-08-13 10:45:04 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,232249
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-08-22,MEXICO,YES,2009-02-11,1977.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,31942979d54c7abf390d8cc8aef0e78c988c9ed4,2025-08-13 12:46:05 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71974
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2022-09-29,1996.0,ERITREA,Male,SEATTLE NON-DETAINED DOCKET,1ac43f2b60c68c98fee808dddb234a614fba0e1c,2025-08-13 13:20:36 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,38982
2025-08-13,WASHINGTON,Washington Area of Responsibility,Detention and Deportation,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1994.0,EL SALVADOR,Male,NORTHERN VIRGINIA AREA,80e862c10e909a4b38f9a12494705d2199f121c6,2025-08-13 14:20:57 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,187151
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-17,MEXICO,NO,,1995.0,MEXICO,Male,WENATCHEE CITY PD,83c55c31be4510cdb17d956cc305c48a2897f4ec,2025-08-13 14:38:22 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,191246
2025-08-13,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[16] Reinstated Final Order,,,NO,,1986.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,139195bdd1dd2aed630f4e1e4decf744ab769fd2,2025-08-13 17:21:48 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,28406
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-08-26,MEXICO,NO,,1990.0,MEXICO,Male,YAKIMA Fug Ops,61aedf097acdff2b4ff2e9b6d26a8ff8c9fb9781,2025-08-14 05:55:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,141657
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-08-26,MEXICO,NO,,1999.0,MEXICO,Male,YAKIMA Fug Ops,a401a47f9454f3abe5a42bee8ce685020eab4dde,2025-08-14 05:55:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,238150
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-10,MEXICO,YES,2025-08-14,1986.0,MEXICO,Male,SEATTLE FUG OPS,bc9a2aaa23329b06ec9f99835f447fd9a9d3fd33,2025-08-14 06:37:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,274042
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2018-03-28,1976.0,MEXICO,Male,WENATCHEE CITY PD,3d3acf9cb91d2cf6d14b5916f22eb5207b2e0ac5,2025-08-14 09:01:13 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,88846
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-06-24,1999.0,VENEZUELA,Male,SEATTLE FUG OPS,216db15291a82b6f1f030a06243bfd61b24cc834,2025-08-14 10:52:44 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,48567
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2014-01-29,1985.0,THAILAND,Male,SEATTLE NON-DETAINED DOCKET,14330dfa073f458582f205de3bda4d7dfa0ba520,2025-08-14 11:58:35 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,29324
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,1 Convicted Criminal,ACTIVE,[5F] Unable to Obtain Travel Document,,,YES,2004-09-27,1975.0,LAOS,Male,SEATTLE NON-DETAINED DOCKET,21e191882d4e7f69bc1b5fbbb2fc1f7a26421640,2025-08-14 12:18:48 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,49206
2025-08-14,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8F] Expedited Removal,,,YES,2025-09-09,1992.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,53111c5ff61120deb01dc80969a07cdd8a56df3f,2025-08-14 12:18:49 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,120674
2025-08-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-09-04,HONDURAS,YES,2014-12-02,1993.0,HONDURAS,Male,SEATTLE FUG OPS,db4ec6ed9a924a47c8392832d87226ac167a2f05,2025-08-15 07:36:14 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,318562
2025-08-15,WASHINGTON,Washington Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-08-24,GUATEMALA,YES,2012-02-22,1987.0,GUATEMALA,Male,"WAS GENERAL AREA, NON-SPECIFIC",3680f25704dabe2f40927c30d75b21c868214a45,2025-08-15 08:10:57 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,79167
2025-08-15,WASHINGTON,Washington Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2025-08-24,GUATEMALA,YES,2010-06-15,1982.0,GUATEMALA,Male,"WAS GENERAL AREA, NON-SPECIFIC",ca7d64334fe45d49698af28f0a727dd4a4e97e60,2025-08-15 09:11:29 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,294156
2025-08-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,,,,,,,2021.0,PERU,Male,SEATTLE NON-DETAINED DOCKET,0626084cf2595d3ee627c212cf3f40c71dc101ab,2025-08-15 09:17:02 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,8939
2025-08-15,WASHINGTON,Washington Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2006.0,GUATEMALA,Male,"WAS GENERAL AREA, NON-SPECIFIC",5e3efc06dcc25b96cd678695546cadcb129c4247,2025-08-15 10:17:28 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,136794
2025-08-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-31,MEXICO,NO,,1995.0,MEXICO,Male,Spokane CAP,fdf099f4b08c15d1f14af9ed15f637b527381811,2025-08-15 10:51:30 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,368659
